,"xValues","Churro,OrderTicketAggregateHourly.quantity","Classic Peanut Butter ,OrderTicketAggregateHourly.quantity","Confetti,OrderTicketAggregateHourly.quantity","Lemon Cheesecake   ,OrderTicketAggregateHourly.quantity","Lemon Crinkle ,OrderTicketAggregateHourly.quantity","Maple Glaze ,OrderTicketAggregateHourly.quantity","Milk Chocolate Chip,OrderTicketAggregateHourly.quantity","Mint Mallow Sandwich,OrderTicketAggregateHourly.quantity","Oatmeal Skillet Cookie,OrderTicketAggregateHourly.quantity","Pink Velvet Cake ,OrderTicketAggregateHourly.quantity","Semi-Sweet Chocolate Chunk ,OrderTicketAggregateHourly.quantity","Snickerdoodle,OrderTicketAggregateHourly.quantity"
11/18,2024-11-18T00:00:00.000,249,131,188,199,1,1,231,143,164,147,11,1
